Name,Display Name,Type,Description,Preferred Location,Retiring,Retiring Date
ECB1001,Earring Packaging for EC1001,Inventory Item,Earring Packaging for EC1000,Main Warehouse,No,
ECB1002,Earring Packaging for EC1002,Inventory Item,Earring Packaging for EC1002,Main Warehouse,No,
ECB1003,Earring Packaging for EC1003,Inventory Item,Earring Packaging for EC1003,Main Warehouse,No,
ECB1004,Earring Packaging for EC1004,Inventory Item,Earring Packaging for EC1004,Main Warehouse,No,
ECB1005,Earring Packaging for EC1005,Inventory Item,Earring Packaging for EC1005,Main Warehouse,No,
ECB1006,Earring Packaging for EC1006,Inventory Item,Earring Packaging for EC1006,Main Warehouse,No,
ECB1007,Earring Packaging for EC1007,Inventory Item,Earring Packaging for EC1007,Main Warehouse,No,
ECB1008,Earring Packaging for EC1008,Inventory Item,Earring Packaging for EC1008,Main Warehouse,No,
ECB1009,Earring Packaging for EC1009,Inventory Item,Earring Packaging for EC1009,Main Warehouse,No,
ECB1010,Earring Packaging for EC1010,Inventory Item,Earring Packaging for EC1010,Main Warehouse,No,
ECB1011,Earring Packaging for EC1011,Inventory Item,Earring Packaging for EC1010,Main Warehouse,No,
ECB1101,Earring Packaging for EC1101,Inventory Item,Earring Packaging for EC1101,Main Warehouse,No,
ECB1102,Earring Packaging for EC1102,Inventory Item,Earring Packaging for EC1102,Main Warehouse,No,
ED1103,"Rose Gold Triangle Earrings: Openness, Wisdom, Power",Inventory Item,"Rose Gold Triangle Earrings: Openness, Wisdom, Power",Main Warehouse,No,
ED1104,"Rose Gold Circle Earrings: Complete, Centered, Connected",Inventory Item,"Rose Gold Circle Earrings: Complete, Centered, Connected",Main Warehouse,No,
ED1105,"Rose Gold Square Earrings: Grounded, Focused, Organised",Inventory Item,"Rose Gold Square Earrings: Grounded, Focused, Organised",Main Warehouse,No,
EH1000,Silver Hoop Earrings 12mm,Inventory Item,Silver Hoop Earrings 12mm,Main Warehouse,No,
EH1001,Gold Hoop Earrings 12mm,Inventory Item,Gold Hoop Earrings 12mm,Main Warehouse,No,
EH1002,Silver Hoop Earrings 25mm,Inventory Item,Silver Hoop Earrings 25mm,Main Warehouse,No,
EH1003,Gold Hoop Earrings 25mm,Inventory Item,Gold Hoop Earrings 25mm,Main Warehouse,No,
EH1004,Silver Crystal Ball Hoop Charms,Inventory Item,Silver Crystal Ball Hoop Charms Pair,Main Warehouse,No,
EH1005,Gold Crystal Ball Hoop Charms,Inventory Item,Gold Crystal Ball Hoop Charms Pair,Main Warehouse,No,
EH1006,Silver Heart Crystal Hoop Charms,Inventory Item,Silver Heart Crystal Hoop Charms Pair,Main Warehouse,No,
EH1007,Gold Crystal Heart Hoop Charms,Inventory Item,Gold Crystal Heart Hoop Charms Pair,Main Warehouse,No,
EH1008,Pearl Ball Hoop Charms,Inventory Item,Pearl Ball Hoop Charms Pair,Main Warehouse,No,
EH1009,Gold Pearl Ball Hoop Charms,Inventory Item,Gold Pearl Ball Hoop Charms Pair,Main Warehouse,No,
EH1010,Silver Butterfly Hoop Charms,Inventory Item,Silver Butterfly Hoop Charms Pair,Main Warehouse,No,
EH1011,Gold Butterfly Hoop Charms,Inventory Item,Gold Butterfly Hoop Charms,Main Warehouse,No,
EH1012,Silver Tree of Life Hoop Charms,Inventory Item,Silver Tree of Life Hoop Charms,Main Warehouse,No,
EH1013,Gold Tree of Life Hoop Charms,Inventory Item,Gold Tree of Life Hoop Charms,Main Warehouse,No,
ENDB2,Black leather end loop,Inventory Item,Black leather end loop (Pack of 2),Main Warehouse,No,
ENDBL2,Blue End Loops,Inventory Item,Blue End Loops,Main Warehouse,Yes,31/12/2017
ENDBS2,Blue Silicone Bracelet End Loop (Pack of 2),Inventory Item,Blue Silicone Bracelet End Loop (Pack of 2),Main Warehouse,No,
ENDG2,Gold bracelet end loop,Inventory Item,Gold bracelet end loop (Pack of 2),Main Warehouse,No,
ENDN2,Neutral leather end loop,Inventory Item,Neutral leather end loop (Pack of 2),Main Warehouse,No,
ENDP2,Pink leather end loop,Inventory Item,Pink leather end loop (Pack of 2),Main Warehouse,No,
ENDPS2,Pink Silicone Bracelet End Loop (Pack of 2),Inventory Item,Pink Silicone Bracelet End Loop (Pack of 2),Main Warehouse,No,
ENDR2,Rose Gold bracelet end loop,Inventory Item,Rose Gold bracelet end loop (pack of 2),Main Warehouse,No,
ENDS2,Silver bracelet end loop,Inventory Item,Silver bracelet end loop (pack of 2),Main Warehouse,No,
ENDT2,Tan End Loops,Inventory Item,Tan End Loops,Main Warehouse,No,
EOFY1,Shop the Sale - Silver Locket,Kit/Package,Shop the Sale - Silver Locket,,No,
EOFY10,Shop the Sale - Red Bracelet,Kit/Package,Shop the Sale - Red Bracelet,,No,
EOFY11,Shop the Sale - Blue Bracelet,Kit/Package,Shop the Sale - Blue Bracelet,,No,
EOFY2,Shop the Sale - Rose Gold Locket,Kit/Package,Shop the Sale - Rose Gold Locket,,No,
EOFY3,,Kit/Package,Shop the Sale - Silver Crystal Locket,,No,
EOFY4,Shop the Sale - Pink Locket,Kit/Package,Shop the Sale - Pink Locket,,No,
EOFY5,Shop the Sale - Gold Crystal Locket,Kit/Package,Shop the Sale - Gold Crystal Locket,,No,
EOFY6,Shop the Sale - Silver Bracelet,Kit/Package,Shop the Sale - Silver Bracelet,,No,
EOFY7,Shop the Sale - Rose Gold Bracelet,Kit/Package,Shop the Sale - Rose Gold Bracelet,,No,
EOFY8,Shop the Sale - Pink Bracelet,Kit/Package,Shop the Sale - Pink Bracelet,,No,
EOFY9,Shop the Sale - Gold Bracelet,Kit/Package,Shop the Sale - Gold Bracelet,,No,
FS1000,,Kit/Package,Live Laugh Love Locket Set,,No,
FS1001,,Kit/Package,Bracelet Set Live Laugh Love,,No,
FSJP1,Flash Sale Jewellery Pack,Kit/Package,Flash Sale Jewellery Pack,,No,
GIFT1,A Snowflake in July,Kit/Package,A Snowflake in July,,No,
Gift102016,Secret Santa,Kit/Package,Secret Santa,,Yes,31/12/2016
GIFT102017,Elegance and Grace,Kit/Package,Elegance and Grace,,No,
GIFT1111,Love You To Infinity,Kit/Package,Love You To Infinity,,Yes,31/12/2018
GIFT1112,My Family My Wish To You,Kit/Package,My Family My Wish To You,,Yes,31/12/2018
GIFT1113,Miss Lily Fairy Time,Kit/Package,Miss Lily Fairy  Time,,No,
GIFT1114,Set of 3 Affirmation Bracelets,Kit/Package,Set of 3 Affirmation Bracelets,,No,
GIFT1115,Paula's Birthday Special,Kit/Package,"Add some sparkle to your life with 2 of our bling circles in rose gold and silver, hung together on a rose gold O Chain 45-50cm",,No,
GIFT1116,Oval Locket Flash Sale,Kit/Package,Get your hands on our elegant oval locket with a 1mm silver chain for a short time only,,No,
GIFT112017,Old World Charm,Kit/Package,Old World Charm,,No,
GIFT12015,Her family is everything,Kit/Package,Her family is everything,,No,
GIFT12016,It's Her First Mother's Day,Kit/Package,It's Her First Mother's Day,,No,
GIFT12017,Your Forever Valentine,Kit/Package,Your Forever Valentine,,No,
GIFT12018,High Flyer,Kit/Package,High Flyer,,No,
GIFT122017,The Infamous Tear Drop,Kit/Package,The Infamous Tear Drop,,No,
GIFT132017,Classic Meets Trendy,Kit/Package,Classic Meets Trendy,,No,
GIFT142017,"A Little Quirky, A Little Classy, A LOT of Fun",Kit/Package,"A Little Quirky, A Little Classy, A LOT of Fun",,No,
GIFT152017,Make a Statement,Kit/Package,Make a Statement,,No,
GIFT162017,Summertime on the Mind,Kit/Package,Summertime on the Mind,,No,
GIFT172017,Love You Always,Kit/Package,Love You Always,,No,
GIFT182017,Animal Lover,Kit/Package,Animal Lover,,No,
GIFT192017,Forever in my Heart,Kit/Package,Forever in my Heart,,No,
GIFT2,Baby it's Cold Outside,Kit/Package,Baby it's Cold Outside,,No,
GIFT22015,Her life is a party,Kit/Package,Her life is a party,,No,
GIFT22016,She is your Beautiful Love Story,Kit/Package,She is your Beautiful Love Story,,No,
GIFT22017,Apple of Your Eye,Kit/Package,Apple of Your Eye,,No,
GIFT22018,Wild Dreamer,Kit/Package,Wild Dreamer,,No,
GIFT3,Tis the Season,Kit/Package,Tis the Season,,No,
GIFT32015,She's a timeless beauty,Kit/Package,She's a timeless beauty,,No,
GIFT32016,She Sees Possibility Everywhere,Kit/Package,She Sees Possibility Everywhere,,No,
GIFT32017,Be Mine,Kit/Package,Be Mine,,No,
GIFT32018,Love You To The Moon...,Kit/Package,Love You To The Moon...,,No,
GIFT42015,She loves all things vintage,Kit/Package,She loves all things vintage,,No,
GIFT42016,She's Remarkably Courageous,Kit/Package,She's Remarkably Courageous,,No,
GIFT42017,Cupid's Arrow,Kit/Package,Cupid's Arrow,,No,
GIFT42018,The Queen of Hearts,Kit/Package,The Queen of Hearts,,No,
GIFT52015,She's an inspired dreamer,Kit/Package,She's an inspired dreamer,,No,
Gift52016,She Loves All Things Nature,Kit/Package,She Loves All Things Nature,,No,
GIFT52017,Her Whole World,Kit/Package,Her Whole World,,Yes,31/12/2017
GIFT52018,Pure Love,Kit/Package,Pure Love ,,No,
GIFT62015,She's an adventure seeker,Kit/Package,She's an adventure seeker,,No,
Gift62016,Her Favourite People Call Her Mum,Kit/Package,Her Favourite People Call Her Mum,,No,
GIFT62017,Glitz and Glam,Kit/Package,Glitz and Glam,,No,
Gift72016,Carpe Diem Is Her Motto,Kit/Package,Carpe Diem Is Her Motto,,No,
GIFT72017,Love on Top,Kit/Package,Love on Top,,No,
Gift82016,Something For Her To Add Even More Memories To...,Kit/Package,Something For Her To Add Even More Memories To...,,No,
GIFT82017,"Sister, Sister",Kit/Package,"Sister, Sister",,No,
Gift92016,The Love Of Your Life,Kit/Package,The Love Of Your Life,,No,
GIFT92017,What Matters Most,Kit/Package,What Matters Most,,Yes,31/12/2017
GIFTBC1,A Forever Kind of Love,Kit/Package,A Forever Kind of Love,,No,
GIFTBC2,The Deepest of Love,Kit/Package,The Deepest of Love,,No,
GIFTBC3,There's No Us Without You,Kit/Package,There's No Us Without You,,Yes,31/12/2017
GIFTBC4,A Bond That Lasts A Lifetime,Kit/Package,A Bond That Lasts A Lifetime,,Yes,31/12/2017
GIFTBCCARD,Bridal Collection Notecard,Inventory Item,Bridal Collection Notecard,Main Warehouse,Yes,30/11/2017
GIFTCARD1,Happy Birthday Balloons Card,Inventory Item,Happy Birthday Balloons Card,Main Warehouse,No,
GIFTCARD2,Pink Happy Birthday Card,Inventory Item,Pink Happy Birthday Card,Main Warehouse,No,
GIFTCARD3,Merry Christmas Card,Inventory Item,Merry Christmas Card,Main Warehouse,Yes,31/12/2017
GIFTCARD4,Just Because Card,Inventory Item,Just Because Card,Main Warehouse,Yes,31/12/2017
GIFTCARD5,Congratulations Card,Inventory Item,Congratulations Card,Main Warehouse,No,
GIFTCG1,Silver Commonwealth Games Locket Set,Kit/Package,Silver Commonwealth Games Locket Set,,No,
GIFTCG2,Rose Gold Commonwealth Games Locket Set,Kit/Package,Rose Gold Commonwealth Games Locket Set,,No,
GIFTCG3,Gold Commonwealth Games Locket Set,Kit/Package,Gold Commonwealth Games Locket Set,,No,
GLETTERS,Gold Letter Charm Pack,Kit/Package,Gold Letter Charm Pack,,No,
HEAJ2015,Hostess Exclusive Apr-June 2015,Assembly/Bill of Materials,Hostess Exclusive Apr-June 2015,Main Warehouse,No,
HEAJ2016,Hostess Exclusive April - June 2016,Assembly/Bill of Materials,Hostess Exclusive April - June 2016,Main Warehouse,No,
HEAM2017,Hostess Exclusive April - May 2017,Assembly/Bill of Materials,Hostess Exclusive April - May 2017,Main Warehouse,Yes,31/5/2017
HEFM2015,Hostess Exclusive Feb-March 2015,Assembly/Bill of Materials,Hostess Exclusive Feb-March 2015,Main Warehouse,Yes,
HEJ2017,Hostess Exclusive Jan - May,Assembly/Bill of Materials,Hostess Exclusive Jan - May,Main Warehouse,Yes,31/5/2017
HEJ2018,Hostess Exclusive January 2018,Kit/Package,Hostess Exclusive January 2018,,No,
HEJAN2015,Hostess Exclusive Jan 2015,Assembly/Bill of Materials,Hostess Exclusive Jan 2015,Main Warehouse,Yes,
HEJM2016,Hostess Exclusive Jan-Mar 2016,Assembly/Bill of Materials,Hostess Exclusive Jan-Mar 2016,Main Warehouse,Yes,
HEJS12017,Hostess Exclusive July - Sept 2017,Assembly/Bill of Materials,Hostess Exclusive July - Sept 2017,Main Warehouse,Yes,30/9/2017
HEJS2015,Hostess Exclusive July-Sept 2015,Assembly/Bill of Materials,Hostess Exclusive July-Sept 2015,Main Warehouse,No,
HEJS2016,Hostess Exclusive July-Sept 2016,Assembly/Bill of Materials,Hostess Exclusive July-Sept 2016,Main Warehouse,No,
HEJS22017,Hostess Exclusive Bracelet June - September 2017,Assembly/Bill of Materials,Hostess Exclusive Bracelet June - September 2017,Main Warehouse,Yes,30/9/2017
HEKC2018,Crown Key Chain Hostess Exclusive,Kit/Package,Crown Key Chain Hostess Exclusive,,Yes,31/12/2018
HELB2019,,Kit/Package,Locket Bracelet Hostess Exclusive,,Yes,31/3/2019
HEM2018,Heart Locket Exclusive,Kit/Package,Heart Locket Exclusive ,,Yes,31/5/2018
HEM22018,Oval Locket Exclusive,Kit/Package,Oval Locket Exclusive,,Yes,31/8/2018
HEOD2015,Hostess Exclusive Oct-Dec 2015,Assembly/Bill of Materials,Hostess Exclusive Oct-Dec 2015,Main Warehouse,Yes,
HEOD2016,Hostess Exclusive Oct-Dec 2016,Assembly/Bill of Materials,Hostess Exclusive Oct-Dec 2016,Main Warehouse,Yes,31/12/2016
HEOD2017,Hostess Exclusive Oct-Dec 2017,Assembly/Bill of Materials,Hostess Exclusive Oct-Dec 2017,Main Warehouse,Yes,31/12/2017
HEOJ2014,Hostess Exclusive Oct - Jan 2014,Assembly/Bill of Materials,Hostess Exclusive Oct - Jan 2014,Main Warehouse,No,
HEPJAN2016,Hostess Exclusive Mantra Locket Set,Assembly/Bill of Materials,Hostess Exclusive Mantra Locket Set,Main Warehouse,No,
JANOFFER1,Silver Tree of Life Locket Combo,Kit/Package,Silver Tree of Life Locket Combo,,Yes,31/1/2018
JANOFFER2,Gold Tree of Life Locket Combo,Kit/Package,Gold Tree of Life Locket Combo,,Yes,31/1/2018
JANOFFER3,Red/Blue Double Wrap Leather Bracelet Set,Kit/Package,Red/Blue Double Wrap Leather Bracelet Set,,Yes,31/1/2018
JANOFFER4,Blue/White Double Wrap Leather Bracelet Set,Kit/Package,Blue/White Double Wrap Leather Bracelet Set,,Yes,31/1/2018
JLB2018,Jewellery Look Book 2018,Inventory Item,Jewellery Look Book 2018,Main Warehouse,No,
JLB2019,2019,Inventory Item,Jewellery Look Book 2019,Main Warehouse,No,
JLBJ2016,Jewellery Look Book June - Dec 2016,Inventory Item,Jewellery Look Book June - Dec 2016,Main Warehouse,Yes,31/12/2016
JLBJAN2017,Jewelley Look Book Jan - May,Inventory Item,Jewelley Look Book Jan - May,Main Warehouse,Yes,31/5/2017
JLBMD2017,Jewellery Look Book May - Dec,Inventory Item,Jewellery Look Book May - Dec,Main Warehouse,Yes,31/12/2017
JPBJ2016,Jewellery Preview Brochure Jul-Sep 2016,Inventory Item,Jewellery Preview Brochure Jul-Sept,Main Warehouse,Yes,30/9/2016
JPBJAN2017,Jewellery Preview Brochure Jan - May,Inventory Item,Jewellery Preview Brochure Jan - May,Main Warehouse,Yes,30/6/2017
JPBMS2017,Jewellery Preview Brochure May - Sep,Inventory Item,Jewellery Preview Brochure May - Sep,Main Warehouse,Yes,30/9/2017
JPBO2016,Jewellery Preview Brochure Oct-Dec 2016,Inventory Item,Preview Brochure Oct-Dec 2016,Main Warehouse,Yes,31/12/2016
JPBOD2017,Jewellery Preview Brochure Oct - Dec,Inventory Item,Jewellery Preview Brochure Oct - Dec,Main Warehouse,Yes,31/12/2017
JPP12016,New Jewellery Line sample pack with Hostess Exclusive,Assembly/Bill of Materials,New Jewellery Line sample pack with Hostess Exclusive,Main Warehouse,No,
JPP12017,Gold Collection Product Pack,Assembly/Bill of Materials,Gold Collection Product Pack,Main Warehouse,Yes,1/6/2017
JPP2017,Christmas in July Product Pack,Kit/Package,Christmas in July Product Pack,,No,31/7/2017
JPP22016,New Jewellery Line sample pack with Hostess Exclusive,Assembly/Bill of Materials,New Jewellery Line sample pack with Hostess Exclusive,Main Warehouse,Yes,31/1/2017
JPP22017,Rose Gold Collection Product Pack,Assembly/Bill of Materials,Rose Gold Collection Product Pack,Main Warehouse,Yes,30/9/2017
JPP32017,Easter Collection Product Pack,Assembly/Bill of Materials,Easter Collection Product Pack,Main Warehouse,Yes,1/6/2017
JPP42017,Rose Gold Collection with Gold Collection,Kit/Package,"Purchase Rose Gold Collection pack, recieve Gold Collection at 50% off!",,No,
JPP52017,Rose Gold Collection with Gold Collection,Kit/Package,"Purchase Rose Gold Collection pack, receive Gold Collection at 75% off!",,No,
JPP62017,Rose Gold Collection with Gold Collection,Kit/Package,"Purchase Rose Gold Collection pack, receive Gold Collection at FREE!",,No,
KCC2017,Black/Pink Keychain,Inventory Item,Black/Pink Keychain,Main Warehouse,Yes,31/12/2017
LABTRIAL,Lily Anne Beauty Free Trial,Kit/Package,Lily Anne Beauty Free Trial,,No,
LABTRIALCARD,LABTRIALCARD,Inventory Item,,Main Warehouse,No,
LBF2015,Look Book February 2015,Inventory Item,Look Book February 2015,Main Warehouse,Yes,15/6/2015
LBJ2015,Look Book June-sept 2015,Inventory Item,Look Book June 2015,Main Warehouse,Yes,
LBJAN2016,Look Book Jan-June 2016,Inventory Item,Look Book January - June 2016,Main Warehouse,Yes,8/6/2013
LBO2014,Look Books Oct - Dec 2014,Inventory Item,Look Books October 2014,Main Warehouse,Yes,31/12/2015
LBO2015,Look Book Oct 2015,Inventory Item,Look Book Oct 2015,Main Warehouse,Yes,31/12/2015
LBS001,Silver Locket Bracelet,Inventory Item,Large Locket - Silver,Main Warehouse,No,
LKT1000,Medium Locket - Silver,Inventory Item,Medium Locket - Silver,Main Warehouse,No,
LKT1001,Medium Locket - Silver with Crystals,Inventory Item,Medium Locket - Silver with Crystals,Main Warehouse,No,
LKT1002,Large Locket - Silver,Inventory Item,Large Locket - Silver,Main Warehouse,No,
LKT1003,Large Locket - Silver with Crystals,Inventory Item,Large Locket - Silver with Crystals,Main Warehouse,No,
LKT1100,Medium Locket - Gold,Inventory Item,Medium Locket - Gold,Main Warehouse,No,
LKT1101,Medium Locket - Gold with Crystals,Inventory Item,Medium Locket - Gold with Crystals,Main Warehouse,No,
LKT1102,Large Locket - Gold,Inventory Item,Large Locket - Gold,Main Warehouse,No,
LKT1103,Large Locket - Gold with Crystals,Inventory Item,Large Locket - Gold with Crystals,Main Warehouse,No,
LKT1200,Medium Locket - Rose Gold,Inventory Item,Medium Locket - Rose Gold,Main Warehouse,No,
LKT1201,Medium Locket - Rose Gold with Crystals,Inventory Item,Medium Locket - Rose Gold with Crystals,Main Warehouse,No,
LKT1202,Large Locket - Rose Gold,Inventory Item,Large Locket - Rose Gold,Main Warehouse,No,
LKT1203,Large Locket - Rose Gold with Crystals,Inventory Item,Large Locket - Rose Gold with Crystals,Main Warehouse,No,
LKT1300,Large Black Locket,Inventory Item,Large Black Locket,Main Warehouse,No,
LKT1301,Large Locket Black With Crystals,Inventory Item,Large Locket Black With Crystals,Main Warehouse,No,
LKT1400,Large Wild at Heart Pink Face Locket,Inventory Item,Large Wild at Heart Pink Face Locket,Main Warehouse,No,
LKT1401,Large Free to be Me Teal Face Locket,Inventory Item,Large Free to be Me Teal Face Locket,Main Warehouse,No,
LKT1402,Large World at my Feet Purple Face Locket,Inventory Item,Large World at my Feet Purple Face Locket,Main Warehouse,No,
LKTA1004,Large Locket Silver With Set Stones,Inventory Item,Large Locket Silver With Set Stones,Main Warehouse,Yes,31/12/2017
LKTA1005,Large Silver Tree of Life Locket,Inventory Item,Large Silver Tree of Life Locket,Main Warehouse,Yes,31/12/2017
LKTA1104,Large Locket Gold With Set Stones,Inventory Item,Large Locket Gold With Set Stones,Main Warehouse,Yes,31/12/2017
LKTA1204,Large Locket Rose Gold WIth Set Stones,Inventory Item,Large Locket Rose Gold With Set Stones,Main Warehouse,Yes,31/12/2017
LKTA1403,Large Locket Pastel Pink,Inventory Item,Large Locket Pastel Pink,Main Warehouse,No,
LKTA1404,Large Locket Pastel Purple,Inventory Item,Large Locket Pastel Purple,Main Warehouse,No,
LKTA1405,Large Locket Pastel Teal,Inventory Item,Large Locket Pastel Teal,Main Warehouse,Yes,31/3/2018
LKTB1006,Large Locket Silver Dream Catcher,Inventory Item,Large Locket Silver Dream Catcher,Main Warehouse,Yes,31/12/2016
LKTB1007,Silver Tear Drop Locket,Inventory Item,Silver Tear Drop Locket,Main Warehouse,No,
LKTB1107,Gold Tear Drop Locket,Inventory Item,Gold Tear Drop Locket,Main Warehouse,No,
LKTB1207,Rose Gold Tear Drop Locket,Inventory Item,Rose Gold Tear Drop Locket,Main Warehouse,No,
LKTC1108,Large Gold Tree of Life Locket,Inventory Item,Large Gold Tree of Life Locket,Main Warehouse,Yes,31/12/2017
LKTC1208,Large Rose Gold Tree of Life Locket,Inventory Item,Large Rose Gold Tree of Life Locket,Main Warehouse,Yes,31/12/2017
LKTC1302,Black Tear Drop Locket,Inventory Item,Black Tear Drop Locket,Main Warehouse,No,
LKTCG1000,Silver Commonwealth Games 2018 Locket with 1mm Chain,Kit/Package,Silver Commonwealth Games 2018 Locket with 1mm Chain,,Yes,30/4/2018
LKTCG1100,Gold Commonwealth Games 2018 Locket with 1mm Chain,Kit/Package,Gold Commonwealth Games 2018 Locket with 1mm Chain,,Yes,30/4/2018
LKTCG1200,Rose Gold Commonwealth Games 2018 Locket with 1mm Chain,Kit/Package,Rose Gold Commonwealth Games 2018 Locket with 1mm Chain,,Yes,30/4/2018
LKTCWG1000,Silver Commonwealth Games 2018 Locket,Inventory Item,Silver Commonwealth Games 2018 Locket,Main Warehouse,Yes,30/4/2018
LKTCWG1100,Gold Commonwealth Games 2018 Locket,Inventory Item,Gold Commonwealth Games 2018 Locket,Main Warehouse,Yes,30/4/2018
LKTCWG1200,Rose Gold Commonwealth Games 2018 Locket,Inventory Item,Rose Gold Commonwealth Games 2018 Locket,Main Warehouse,Yes,30/4/2018
LKTD1008,Silver Heart Locket,Inventory Item,Silver Heart Locket,Main Warehouse,No,
LKTD1009,Large Silver Locket with Gold Hearts,Inventory Item,Large Silver Locket with Gold Hearts,Main Warehouse,No,
LKTD1010,Large Silver Locket with Awareness Ribbon,Inventory Item,Large Silver Locket with Awareness Ribbon,Main Warehouse,No,
LKTD1011,Medium Silver Oval Locket,Inventory Item,Medium Silver Oval Locket ,Main Warehouse,No,
LKTKC2018,Silver Crown Key Chain,Inventory Item,Silver Crown Key Chain,Main Warehouse,No,
LRP1,SP Window Plate,Inventory Item,SP Window Plate,Main Warehouse,No,
LRP2,P Window Plate,Inventory Item,P Window Plate,Main Warehouse,No,
LRP3,SETL Window Plate,Inventory Item,SETL Window Plate,Main Warehouse,No,
LRP4,ETL Window Plate,Inventory Item,ETL Window Plate,Main Warehouse,No,
LRP5,STL Window Plate,Inventory Item,STL Window Plate,Main Warehouse,No,
LRP6,TL Window Plate,Inventory Item,TL Window Plate,Main Warehouse,No,
LSBB1300,Black/Brown Leather Bracelet,Inventory Item,Black/Brown Leather Bracelet,Main Warehouse,No,
LSBB1500,Tan/Natural Leather Bracelet,Inventory Item,Tan/Natural Leather Bracelet,Main Warehouse,No,
LSBB1600,Pink/Red Leather Bracelet,Inventory Item,Pink/Red Leather Bracelet,Main Warehouse,No,
LSBB2000,Double Wrap Red/Blue Leather Bracelet,Inventory Item,Double Wrap Red/Blue Leather Bracelet,Main Warehouse,Yes,31/12/2017
LSBC1501,Tan/Rose Gold Leather Bracelet,Inventory Item,Tan/Rose Gold Leather Bracelet,Main Warehouse,No,
LSBC1502,Magenta/Rose Gold Leather Bracelet,Inventory Item,Magenta and Rose Gold Single Wrap with Rose Gold Buckle,Main Warehouse,No,
LSBC1503,Rose Quartz/Mocha Leather Bracelet,Inventory Item,Rose Quartz and Mocha Single Wrap with Rose Gold Buckle ,Main Warehouse,No,
LSBC1700,Double Wrap Blue Grey/White Leather Bracelet,Inventory Item,Blue Grey and White Double Wrap with Silver Buckle,Main Warehouse,Yes,31/12/2017
LSBC1900,Blue/Metallic Gold Leather Bracelet,Inventory Item,Blue/Metallic Gold Leather Bracelet,Main Warehouse,No,
LSBC1901,Double Wrap Raspberry/Pink Rouge Leather Bracelet,Inventory Item,Raspberry and Pink Rouge Double Wrap with Gold Buckle,Main Warehouse,No,
MARCHOFFER1,Pink Family Locket Combo,Kit/Package,Pink Family Locket Combo,,Yes,31/3/2018
MARCHOFFER2,Teal Mum Locket Combo,Kit/Package,Teal Mum Locket Combo,,Yes,31/3/2018
MARCHOFFER3,Purple Family Locket Combo,Kit/Package,Purple Family Locket Combo,,Yes,31/3/2018
MAYPP12017,Silver Leadership Pack,Kit/Package,Silver Leadership Pack,,No,
MAYPP22017,,Kit/Package,Gold Leadership Pack,,No,
MAYPP32017,,Kit/Package,Platinum Leadership Pack,,No,
MBBAU2016,Merry Merry Box Of Business,Assembly/Bill of Materials,Merry Merry Box Of Business,Main Warehouse,No,
MBBNZ2016,Merry Merry Box Of Christmas,Assembly/Bill of Materials,Merry Merry Box Of Christmas,Main Warehouse,No,
MBJAU2016,Merry Merry Box Of Business,Assembly/Bill of Materials,Merry Merry Box Of Business,Main Warehouse,No,
MBJNZ2016,Merry Merry Box Of Business,Assembly/Bill of Materials,Merry Merry Box Of Business,Main Warehouse,No,
MDB2016,Mothers Day Bundle 2016,Kit/Package,Mothers Day Bundle 2016,,No,
MLC6000,Heart Chain 40 - 45cm,Inventory Item,Heart Chain 40 - 45cm,Main Warehouse,No,
MLC6001,Silver Ball Chain 40 - 45cm,Inventory Item,Silver Ball Chain 40 - 45cm,Main Warehouse,No,
MLC6002,Pink Ball Chain 40 - 45cm,Inventory Item,Pink Ball Chain 40 - 45cm,Main Warehouse,Yes,1/5/2015
MLC6003,Teal Ball Chain 40 - 45cm,Inventory Item,Teal Ball Chain 40 - 45cm,Main Warehouse,Yes,1/5/2015
MLC6006,Purple Ball Chain 40 - 45cm,Inventory Item,Purple Ball Chain 40 - 45cm,Main Warehouse,Yes,1/5/2015
MLL5000,Medium Pink Locket,Inventory Item,Medium Pink Locket,Main Warehouse,Yes,
MLL5001,Medium Teal Locket,Inventory Item,Medium Teal Locket,Main Warehouse,Yes,1/5/2015
MLL5002,Medium Green Locket,Inventory Item,Medium Green Locket,Main Warehouse,Yes,1/5/2015
MLL5003,Medium Orange Locket,Inventory Item,Medium Orange Locket,Main Warehouse,Yes,1/5/2015
MLL5004,Medium Purple Locket,Inventory Item,Medium Purple Locket,Main Warehouse,Yes,
MLL5005,Medium Pretty in Pink Face Locket,Inventory Item,Medium Pretty in Pink Face Locket,Main Warehouse,No,
MLL5006,Medium BeYOUtiful Teal Face Locket,Inventory Item,Medium BeYOUtiful Teal Face Locket,Main Warehouse,No,
MLL5007,Medium Bubblegum Purple Face Locket,Inventory Item,Medium Bubblegum Purple Face Locket,Main Warehouse,No,
MLL5008,Medium Summer Sun Orange Face Locket,Inventory Item,Medium Summer Sun Orange Face Locket,Main Warehouse,Yes,31/12/2017
MLL5009,Medium Glamorous Green Face Locket,Inventory Item,Medium Glamorous Green Face Locket,Main Warehouse,Yes,31/12/2017
MLSB2000,Miss Lily - Pink Silicone Bracelet,Inventory Item,Pink Silicone Bracelet,Main Warehouse,No,
MLSB3000,Miss Lily - Blue Silicone Bracelet,Inventory Item,Blue Silicone Bracelet,Main Warehouse,No,
MLSP1000,Silver Miss Lily Fairy Statement Plate,Inventory Item,Silver Miss Lily Fairy Statement Plate,,No,
MMBOC2017,Merry Merry Box of Christmas,Kit/Package,Merry Merry Box of Christmas,,No,
